id,wk,N wk,idFilial,KanalDB,idSubGrp,value
331,201646,149,9,2,4,57504.0
332,201647,150,9,2,4,30720.0
333,201648,151,9,2,4,39648.0
334,201649,152,9,2,4,168000.0
335,201650,153,9,2,4,45408.0
336,201651,154,9,2,4,43392.0
337,201652,155,9,2,4,79200.0
338,201653,156,9,2,4,74784.0
339,201702,157,9,2,4,26880.0
340,201703,158,9,2,4,432000.0
341,201704,159,9,2,4,91392.0
342,201705,160,9,2,4,45696.0
343,201706,161,9,2,4,52704.0
344,201707,162,9,2,4,75168.0
345,201708,163,9,2,4,138336.0
346,201709,164,9,2,4,89952.0
347,201710,165,9,2,4,77760.0
348,201711,166,9,2,4,203424.0
349,201712,167,9,2,4,185472.0
350,201713,168,9,2,4,216672.0
351,201714,169,9,2,4,195264.0
352,201715,170,9,2,4,167040.0
353,201716,171,9,2,4,187008.0
354,201717,172,9,2,4,151680.0
355,201718,173,9,2,4,79968.0
356,201719,174,9,2,4,64128.0
357,201720,175,9,2,4,251616.0
358,201721,176,9,2,4,279168.0
359,201722,177,9,2,4,307296.0
360,201723,178,9,2,4,246336.0
361,201724,179,9,2,4,229248.0
362,201725,180,9,2,4,291456.0
363,201726,181,9,2,4,178368.0
364,201727,182,9,2,4,751776.0
365,201728,183,9,2,4,241152.0
366,201401,1,9,2,5,2280.0
367,201403,3,9,2,5,81320.0
368,201404,4,9,2,5,18240.0
369,201405,5,9,2,5,51680.0
370,201406,6,9,2,5,28880.0
371,201407,7,9,2,5,125400.0
372,201408,8,9,2,5,29640.0
373,201409,9,9,2,5,112480.0
374,201410,10,9,2,5,28120.0
375,201411,11,9,2,5,107160.0
376,201412,12,9,2,5,112480.0
377,201413,13,9,2,5,92720.0
378,201414,14,9,2,5,114000.0
379,201415,15,9,2,5,261060.0
380,201416,16,9,2,5,178600.0
381,201417,17,9,2,5,166440.0
382,201418,18,9,2,5,63840.0
383,201419,19,9,2,5,150480.0
384,201420,20,9,2,5,95000.0
385,201421,21,9,2,5,101840.0
386,201422,22,9,2,5,73720.0
387,201423,23,9,2,5,131480.0
388,201424,24,9,2,5,185440.0
389,201425,25,9,2,5,219640.0
390,201426,26,9,2,5,102600.0
391,201427,27,9,2,5,133760.0
392,201428,28,9,2,5,265240.0
393,201429,29,9,2,5,155800.0
394,201430,30,9,2,5,119320.0
395,201431,31,9,2,5,137940.0
396,201432,32,9,2,5,209000.0
397,201433,33,9,2,5,99560.0
398,201434,34,9,2,5,293170.0
399,201435,35,9,2,5,187720.0
400,201436,36,9,2,5,88160.0
401,201437,37,9,2,5,195320.0
402,201438,38,9,2,5,229520.0
403,201439,39,9,2,5,94240.0
404,201440,40,9,2,5,107160.0
405,201441,41,9,2,5,123880.0
406,201442,42,9,2,5,102220.0
407,201443,43,9,2,5,105070.0
408,201444,44,9,2,5,221920.0
409,201445,45,9,2,5,60420.0
410,201446,46,9,2,5,113240.0
411,201447,47,9,2,5,257640.0
412,201448,48,9,2,5,257830.0
413,201449,49,9,2,5,152000.0
414,201450,50,9,2,5,41420.0
415,201451,51,9,2,5,262200.0
416,201452,52,9,2,5,221160.0
417,201453,53,9,2,5,266760.0
418,201503,54,9,2,5,18240.0
419,201504,55,9,2,5,248520.0
420,201505,56,9,2,5,110960.0
421,201506,57,9,2,5,102600.0
422,201507,58,9,2,5,98800.0
423,201508,59,9,2,5,154964.0
424,201509,60,9,2,5,69160.0
425,201510,61,9,2,5,45600.0
426,201511,62,9,2,5,84550.0
427,201512,63,9,2,5,113240.0
428,201513,64,9,2,5,48260.0
429,201514,65,9,2,5,148580.0
430,201515,66,9,2,5,126160.0
431,201516,67,9,2,5,113392.0
432,201517,68,9,2,5,154660.0
433,201518,69,9,2,5,145540.0
434,201519,70,9,2,5,93290.0
435,201520,71,9,2,5,79040.0
436,201521,72,9,2,5,75240.0
437,201522,73,9,2,5,147440.0
438,201523,74,9,2,5,85880.0
439,201524,75,9,2,5,241490.0
440,201525,76,9,2,5,139840.0
441,201526,77,9,2,5,188480.0
442,201527,78,9,2,5,158460.0
443,201528,79,9,2,5,68400.0
444,201529,80,9,2,5,171000.0
445,201530,81,9,2,5,221160.0
446,201531,82,9,2,5,162640.0
447,201532,83,9,2,5,145160.0
448,201533,84,9,2,5,365940.0
449,201534,85,9,2,5,110200.0
450,201535,86,9,2,5,153520.0
451,201536,87,9,2,5,159220.0
452,201537,88,9,2,5,187340.0
453,201538,89,9,2,5,180120.0
454,201539,90,9,2,5,149720.0
455,201540,91,9,2,5,277400.0
456,201541,92,9,2,5,335160.0
457,201542,93,9,2,5,99560.0
458,201543,94,9,2,5,158840.0
459,201544,95,9,2,5,133000.0
460,201545,96,9,2,5,83600.0
461,201546,97,9,2,5,125020.0
462,201547,98,9,2,5,269800.0
463,201548,99,9,2,5,96520.0
464,201549,100,9,2,5,85880.0
465,201550,101,9,2,5,243960.0
466,201551,102,9,2,5,234080.0
467,201552,103,9,2,5,449160.0
468,201553,104,9,2,5,34200.0
469,201602,105,9,2,5,66880.0
470,201603,106,9,2,5,29640.0
471,201604,107,9,2,5,137560.0
472,201605,108,9,2,5,280440.0
473,201606,109,9,2,5,129200.0
474,201607,110,9,2,5,347320.0
475,201608,111,9,2,5,152000.0
476,201609,112,9,2,5,85120.0
477,201610,113,9,2,5,205960.0
478,201611,114,9,2,5,82840.0
479,201612,115,9,2,5,222680.0
480,201613,116,9,2,5,103360.0
481,201614,117,9,2,5,353970.0
482,201615,118,9,2,5,63840.0
483,201616,119,9,2,5,106400.0
484,201617,120,9,2,5,174040.0
485,201618,121,9,2,5,171760.0
486,201619,122,9,2,5,107160.0
487,201620,123,9,2,5,118560.0
488,201621,124,9,2,5,205960.0
489,201622,125,9,2,5,130720.0
490,201623,126,9,2,5,240920.0
491,201624,127,9,2,5,158840.0
492,201625,128,9,2,5,169480.0
493,201626,129,9,2,5,218880.0
494,201627,130,9,2,5,96520.0
495,201628,131,9,2,5,384560.0
496,201629,132,9,2,5,281200.0
497,201630,133,9,2,5,228000.0
498,201631,134,9,2,5,41040.0
499,201632,135,9,2,5,247000.0
500,201633,136,9,2,5,209570.0
501,201634,137,9,2,5,164160.0
502,201635,138,9,2,5,123120.0
503,201636,139,9,2,5,174800.0
504,201637,140,9,2,5,89680.0
505,201638,141,9,2,5,243960.0
506,201639,142,9,2,5,234460.0
507,201640,143,9,2,5,97280.0
508,201641,144,9,2,5,319960.0
509,201642,145,9,2,5,69160.0
510,201643,146,9,2,5,120840.0
511,201644,147,9,2,5,173280.0
512,201645,148,9,2,5,92720.0
513,201646,149,9,2,5,166440.0
514,201647,150,9,2,5,209000.0
515,201648,151,9,2,5,95760.0
516,201649,152,9,2,5,386840.0
517,201650,153,9,2,5,69920.0
518,201651,154,9,2,5,165680.0
519,201652,155,9,2,5,196840.0
520,201653,156,9,2,5,361000.0
521,201702,157,9,2,5,199120.0
522,201703,158,9,2,5,268280.0
523,201704,159,9,2,5,76760.0
524,201705,160,9,2,5,106400.0
525,201706,161,9,2,5,237880.0
526,201707,162,9,2,5,115520.0
527,201708,163,9,2,5,232560.0
528,201709,164,9,2,5,196840.0
529,201710,165,9,2,5,142120.0
530,201711,166,9,2,5,227240.0
531,201712,167,9,2,5,209760.0
532,201713,168,9,2,5,201400.0
533,201714,169,9,2,5,282720.0
534,201715,170,9,2,5,179360.0
535,201716,171,9,2,5,289560.0
536,201717,172,9,2,5,98040.0
537,201718,173,9,2,5,157320.0
538,201719,174,9,2,5,185060.0
539,201720,175,9,2,5,201400.0
540,201721,176,9,2,5,190000.0
541,201722,177,9,2,5,496280.0
542,201723,178,9,2,5,213560.0
543,201724,179,9,2,5,311600.0
544,201725,180,9,2,5,224960.0
545,201726,181,9,2,5,224200.0
546,201727,182,9,2,5,265240.0
547,201728,183,9,2,5,199120.0
548,201402,2,9,2,6,2448.0
549,201403,3,9,2,6,29784.0
550,201404,4,9,2,6,33456.0
551,201405,5,9,2,6,62424.0
552,201406,6,9,2,6,18768.0
553,201407,7,9,2,6,54468.0
554,201408,8,9,2,6,4488.0
555,201409,9,9,2,6,8568.0
556,201410,10,9,2,6,22848.0
557,201411,11,9,2,6,18564.0
558,201412,12,9,2,6,143208.0
559,201413,13,9,2,6,29172.0
560,201414,14,9,2,6,43860.0
561,201415,15,9,2,6,43860.0
562,201416,16,9,2,6,41820.0
563,201417,17,9,2,6,30600.0
564,201418,18,9,2,6,19176.0
565,201419,19,9,2,6,39576.0
566,201420,20,9,2,6,69564.0
567,201421,21,9,2,6,52020.0
568,201422,22,9,2,6,31416.0
569,201423,23,9,2,6,25092.0
570,201424,24,9,2,6,38148.0
571,201425,25,9,2,6,54876.0
572,201426,26,9,2,6,4896.0
573,201427,27,9,2,6,15504.0
574,201428,28,9,2,6,92004.0
575,201429,29,9,2,6,48144.0
576,201430,30,9,2,6,31824.0
577,201431,31,9,2,6,25908.0
578,201432,32,9,2,6,68544.0
579,201433,33,9,2,6,6120.0
580,201434,34,9,2,6,105060.0
581,201435,35,9,2,6,44880.0
582,201436,36,9,2,6,28152.0
583,201437,37,9,2,6,29172.0
584,201438,38,9,2,6,50184.0
585,201439,39,9,2,6,24480.0
586,201440,40,9,2,6,28560.0
587,201441,41,9,2,6,22848.0
588,201442,42,9,2,6,57732.0
589,201443,43,9,2,6,19176.0
590,201444,44,9,2,6,28968.0
591,201445,45,9,2,6,30600.0
592,201446,46,9,2,6,42840.0
593,201447,47,9,2,6,75888.0
594,201448,48,9,2,6,45288.0
595,201449,49,9,2,6,43044.0
596,201450,50,9,2,6,17136.0
597,201451,51,9,2,6,98736.0
598,201452,52,9,2,6,11832.0
599,201453,53,9,2,6,36720.0
600,201503,54,9,2,6,29376.0
601,201504,55,9,2,6,95064.0
602,201505,56,9,2,6,50592.0
603,201506,57,9,2,6,11016.0
604,201507,58,9,2,6,28968.0
605,201508,59,9,2,6,17544.0
606,201509,60,9,2,6,12240.0
607,201510,61,9,2,6,7752.0
608,201511,62,9,2,6,11832.0
609,201512,63,9,2,6,23664.0
610,201513,64,9,2,6,14280.0
611,201514,65,9,2,6,36108.0
612,201515,66,9,2,6,18360.0
613,201516,67,9,2,6,28560.0
614,201517,68,9,2,6,11832.0
615,201518,69,9,2,6,35904.0
616,201519,70,9,2,6,28968.0
617,201520,71,9,2,6,19992.0
618,201521,72,9,2,6,18360.0
619,201522,73,9,2,6,12240.0
620,201523,74,9,2,6,11832.0
621,201524,75,9,2,6,72216.0
622,201525,76,9,2,6,68952.0
623,201526,77,9,2,6,49368.0
624,201527,78,9,2,6,53448.0
625,201528,79,9,2,6,25704.0
626,201529,80,9,2,6,65280.0
627,201530,81,9,2,6,47736.0
628,201531,82,9,2,6,53448.0
629,201532,83,9,2,6,63240.0
630,201533,84,9,2,6,75888.0
631,201534,85,9,2,6,43656.0
632,201535,86,9,2,6,91392.0
633,201536,87,9,2,6,53652.0
634,201537,88,9,2,6,29784.0
635,201538,89,9,2,6,47736.0
636,201539,90,9,2,6,53244.0
637,201540,91,9,2,6,39984.0
638,201541,92,9,2,6,29784.0
639,201542,93,9,2,6,28152.0
640,201543,94,9,2,6,31008.0
641,201544,95,9,2,6,43248.0
642,201545,96,9,2,6,41208.0
643,201546,97,9,2,6,49368.0
644,201547,98,9,2,6,22032.0
645,201548,99,9,2,6,27132.0
646,201549,100,9,2,6,17340.0
647,201550,101,9,2,6,33048.0
648,201551,102,9,2,6,40188.0
649,201552,103,9,2,6,23664.0
650,201553,104,9,2,6,19584.0
651,201602,105,9,2,6,12240.0
652,201603,106,9,2,6,6528.0
653,201604,107,9,2,6,64056.0
654,201605,108,9,2,6,55692.0
655,201606,109,9,2,6,63036.0
656,201607,110,9,2,6,59568.0
657,201608,111,9,2,6,16524.0
658,201609,112,9,2,6,13464.0
659,201610,113,9,2,6,28560.0
660,201611,114,9,2,6,20808.0
661,201612,115,9,2,6,31416.0
662,201613,116,9,2,6,32640.0
663,201614,117,9,2,6,82008.0
664,201615,118,9,2,6,35496.0
665,201616,119,9,2,6,7548.0
666,201617,120,9,2,6,74052.0
667,201618,121,9,2,6,43248.0
668,201619,122,9,2,6,18768.0
669,201620,123,9,2,6,19992.0
670,201621,124,9,2,6,40596.0
671,201622,125,9,2,6,44472.0
672,201623,126,9,2,6,46512.0
673,201624,127,9,2,6,49368.0
674,201625,128,9,2,6,95064.0
675,201626,129,9,2,6,90576.0
676,201627,130,9,2,6,43248.0
677,201628,131,9,2,6,100776.0
678,201629,132,9,2,6,68748.0
679,201630,133,9,2,6,72624.0
680,201631,134,9,2,6,14688.0
681,201632,135,9,2,6,137700.0
682,201633,136,9,2,6,25296.0
683,201634,137,9,2,6,71400.0
684,201635,138,9,2,6,44472.0
685,201636,139,9,2,6,61608.0
686,201637,140,9,2,6,60384.0
687,201638,141,9,2,6,57936.0
688,201639,142,9,2,6,78336.0
689,201640,143,9,2,6,26928.0
690,201641,144,9,2,6,54060.0
691,201642,145,9,2,6,23664.0
692,201643,146,9,2,6,36720.0
693,201644,147,9,2,6,70380.0
694,201645,148,9,2,6,7344.0
695,201646,149,9,2,6,66504.0
696,201647,150,9,2,6,54672.0
697,201648,151,9,2,6,36720.0
698,201649,152,9,2,6,156672.0
699,201650,153,9,2,6,42024.0
700,201651,154,9,2,6,68136.0
701,201652,155,9,2,6,34884.0
702,201653,156,9,2,6,54672.0
703,201702,157,9,2,6,30600.0
704,201703,158,9,2,6,103632.0
705,201704,159,9,2,6,124032.0
706,201705,160,9,2,6,29988.0
707,201706,161,9,2,6,64056.0
708,201707,162,9,2,6,57936.0
709,201708,163,9,2,6,94248.0
710,201709,164,9,2,6,54672.0
711,201710,165,9,2,6,35904.0
712,201711,166,9,2,6,136680.0
713,201712,167,9,2,6,42024.0
714,201713,168,9,2,6,23664.0
715,201714,169,9,2,6,82824.0
716,201715,170,9,2,6,45288.0
717,201716,171,9,2,6,59772.0
718,201717,172,9,2,6,53856.0
719,201718,173,9,2,6,51408.0
720,201719,174,9,2,6,28968.0
721,201720,175,9,2,6,58344.0
722,201721,176,9,2,6,68136.0
723,201722,177,9,2,6,194208.0
724,201723,178,9,2,6,64464.0
725,201724,179,9,2,6,138720.0
726,201725,180,9,2,6,89760.0
727,201726,181,9,2,6,168096.0
728,201727,182,9,2,6,201144.0
729,201728,183,9,2,6,101592.0
730,201402,2,9,2,2,6480.0
731,201403,3,9,2,2,43200.0
732,201404,4,9,2,2,32400.0
733,201405,5,9,2,2,52920.0
734,201406,6,9,2,2,-5940.0
735,201407,7,9,2,2,47520.0
736,201408,8,9,2,2,14040.0
737,201409,9,9,2,2,8640.0
738,201410,10,9,2,2,10800.0
739,201411,11,9,2,2,6480.0
740,201412,12,9,2,2,58320.0
741,201413,13,9,2,2,8100.0
742,201414,14,9,2,2,23760.0
743,201415,15,9,2,2,29160.0
744,201416,16,9,2,2,70200.0
745,201417,17,9,2,2,18144.0
746,201419,19,9,2,2,12960.0
747,201420,20,9,2,2,-14580.0
748,201421,21,9,2,2,-11448.0
749,201422,22,9,2,2,12960.0
750,201423,23,9,2,2,23760.0
751,201424,24,9,2,2,15120.0
752,201425,25,9,2,2,30240.0
753,201426,26,9,2,2,15120.0
754,201427,27,9,2,2,38880.0
755,201428,28,9,2,2,99360.0
756,201429,29,9,2,2,42120.0
757,201430,30,9,2,2,18360.0
758,201431,31,9,2,2,18360.0
759,201432,32,9,2,2,34560.0
760,201433,33,9,2,2,15120.0
761,201434,34,9,2,2,97740.0
762,201435,35,9,2,2,34560.0
763,201436,36,9,2,2,8640.0
764,201437,37,9,2,2,55296.0
765,201438,38,9,2,2,34560.0
766,201439,39,9,2,2,17280.0
767,201440,40,9,2,2,28080.0
768,201441,41,9,2,2,35424.0
769,201442,42,9,2,2,12960.0
770,201443,43,9,2,2,12960.0
771,201444,44,9,2,2,38880.0
772,201445,45,9,2,2,11340.0
773,201446,46,9,2,2,47520.0
